,Area_Code,GP_Name,Area_Type,Time_Period,Deprivation_Score_IMD_2019,GP_Rank,Percentile_Rank,decile,report_period_end,practice_name,practice_code,region_code,Pat_Appts_Use,Pat_Presc_Use,Total_Use,patient_list_size,Pat_Presc_Use_per_1000,Pat_Appts_Use_per_1000
1068,F84119,THE HERON PRACTICE,GP,2019,35.0314323503556,1186.0,0.8302292263610315,20% most deprived,2021-09-30,THE HERON PRACTICE,F84119,Y56,348.0,563.0,17538.0,12379.0,45.48,28.11
1069,F84036,THE CEDAR PRACTICE,GP,2019,35.0296021751574,1188.0,0.8299426934097421,20% most deprived,2021-09-30,THE CEDAR PRACTICE,F84036,Y56,150.0,165.0,10596.0,7291.0,22.63,20.57
1070,A89036,CASTLETOWN MEDICAL CENTRE,GP,2019,35.0232033271719,1189.0,0.8297994269340975,20% most deprived,2021-09-30,CASTLETOWN MEDICAL CENTRE,A89036,Y63,29.0,185.0,4228.0,2249.0,82.26,12.89
1071,M83713,DR H P BORSE & PARTNER,GP,2019,35.019916822236,1190.0,0.8296561604584527,20% most deprived,2021-09-30,DR H P BORSE & PARTNER,M83713,Y60,0.0,233.0,7513.0,4787.0,48.67,0.0
1072,F84063,THE DALSTON PRACTICE,GP,2019,34.9958734030197,1191.0,0.829512893982808,20% most deprived,2021-09-30,THE DALSTON PRACTICE,F84063,Y56,8.0,83.0,4658.0,6049.0,13.72,1.32
1073,N81072,MURDISHAW,GP,2019,34.9890426790885,1193.0,0.8292263610315186,20% most deprived,2021-09-30,MURDISHAW,N81072,Y62,0.0,1032.0,29056.0,8161.0,126.46,0.0
1074,L82044,VEOR SURGERY,GP,2019,34.9726576671342,1194.0,0.8290830945558739,20% most deprived,2021-09-30,VEOR SURGERY,L82044,Y58,0.0,477.0,17087.0,8392.0,56.84,0.0
1075,B87009,ST THOMAS ROAD SURGERY,GP,2019,34.949391908976,1195.0,0.8289398280802293,20% most deprived,2021-09-30,ST THOMAS ROAD SURGERY,B87009,Y63,283.0,468.0,1964.0,6366.0,73.52,44.45
1076,B82024,EASTFIELD MEDICAL CENTRE,GP,2019,34.944447790669,1196.0,0.8287965616045845,20% most deprived,2021-09-30,EASTFIELD MEDICAL CENTRE,B82024,Y63,1.0,1031.0,5922.0,8536.0,120.78,0.12
1077,C82670,INCLUSION HEALTHCARE,GP,2019,34.9174245098039,1197.0,0.8286532951289398,20% most deprived,2021-09-30,INCLUSION HEALTHCARE,C82670,Y60,3.0,6.0,24.0,868.0,6.91,3.46
1078,E87026,MEANWHILE GARDEN MEDICAL CENTRE,GP,2019,34.9133089515848,1198.0,0.8285100286532951,20% most deprived,2021-09-30,MEANWHILE GARDEN MEDICAL CENTRE,E87026,Y56,4.0,42.0,286.0,2645.0,15.88,1.51
1079,M85018,YARDLEY WOOD HEALTH CENTRE,GP,2019,34.9023075911929,1199.0,0.8283667621776505,20% most deprived,2021-09-30,YARDLEY WOOD HEALTH CENTRE,M85018,Y60,0.0,761.0,18179.0,9992.0,76.16,0.0
1080,L84052,GLOUCESTER CITY HEALTH CENTRE,GP,2019,34.900641819093,1200.0,0.8282234957020057,20% most deprived,2021-09-30,SEVERNSIDE MEDICAL PRACTICE,L84052,Y58,131.0,541.0,2142.0,8255.0,65.54,15.87
1081,F81031,DR M ASLAM'S PRACTICE,GP,2019,34.8952951798861,1201.0,0.828080229226361,20% most deprived,2021-09-30,DR M ASLAM'S PRACTICE,F81031,Y61,1.0,419.0,1014.0,7515.0,55.76,0.13
1082,A81043,THE MANOR HOUSE SURGERY,GP,2019,34.8856724319271,1202.0,0.8279369627507164,20% most deprived,2021-09-30,THE MANOR HOUSE SURGERY,A81043,Y63,0.0,1233.0,24927.0,8778.0,140.46,0.0
1083,A81044,MCKENZIE HOUSE SURGERY,GP,2019,34.8838701367822,1203.0,0.8277936962750716,20% most deprived,2021-09-30,MCKENZIE HOUSE SURGERY,A81044,Y63,512.0,2133.0,6737.0,18731.0,113.88,27.33
1084,B83033,KILMENY GROUP MEDICAL PRACTICE,GP,2019,34.882568678654,1204.0,0.8276504297994269,20% most deprived,2021-09-30,KILMENY GROUP MEDICAL PRACTICE,B83033,Y63,8.0,1525.0,3941.0,13524.0,112.76,0.59
1085,F81741,NORTH CLACTON MEDICAL PRACTICE,GP,2019,34.8792726662189,1205.0,0.8275071633237823,20% most deprived,2021-09-30,NORTH CLACTON MEDICAL PRACTICE,F81741,Y61,0.0,652.0,1834.0,11448.0,56.95,0.0
1086,C83051,ABBEY MEDICAL PRACTICE,GP,2019,34.8739913252369,1206.0,0.8273638968481375,20% most deprived,2021-09-30,ABBEY MEDICAL PRACTICE,C83051,Y60,2.0,462.0,1459.0,7762.0,59.52,0.26
1087,M85048,CHURCH ROAD SURGERY,GP,2019,34.8552936382755,1207.0,0.8272206303724928,20% most deprived,2021-09-30,CHURCH ROAD SURGERY,M85048,Y60,6.0,781.0,20045.0,11250.0,69.42,0.53
1088,B85646,THE ALBION MOUNT MEDICAL PRACTICE,GP,2019,34.8392954753898,1209.0,0.8269340974212034,20% most deprived,2021-09-30,THE ALBION MOUNT MEDICAL PRACTICE,B85646,Y63,5.0,825.0,1508.0,6352.0,129.88,0.79
1089,A83003,WILLINGTON MEDICAL GROUP,GP,2019,34.8375972688848,1210.0,0.8267908309455587,20% most deprived,2021-09-30,WILLINGTON MEDICAL GROUP,A83003,Y63,66.0,1169.0,40905.0,9250.0,126.38,7.14
1090,A89006,WEARSIDE MEDICAL PRACTICE - PALLION,GP,2019,34.8246685882826,1212.0,0.8265042979942694,20% most deprived,2021-09-30,WEARSIDE MEDICAL PRACTICE - PALLION,A89006,Y63,0.0,309.0,14813.0,7613.0,40.59,0.0
1091,N82037,WESTMORELAND GP CENTRE,GP,2019,34.8099905582923,1213.0,0.8263610315186246,20% most deprived,2021-09-30,WESTMORELAND GP CENTRE,N82037,Y62,0.0,1382.0,22579.0,11893.0,116.2,0.0
1092,C84637,SANDY LANE SURGERY,GP,2019,34.8058828046745,1214.0,0.82621776504298,20% most deprived,2021-09-30,SANDY LANE SURGERY,C84637,Y60,29.0,389.0,1628.0,6232.0,62.42,4.65
1093,E84074,FREUCHEN MEDICAL CENTRE,GP,2019,34.8024332295592,1215.0,0.8260744985673353,20% most deprived,2021-09-30,FREUCHEN MEDICAL CENTRE,E84074,Y56,79.0,199.0,8630.0,9697.0,20.52,8.15
1094,B81645,EAST PARK PRACTICE,GP,2019,34.7954655483871,1216.0,0.8259312320916905,20% most deprived,2021-09-30,EAST PARK PRACTICE,B81645,Y63,27.0,238.0,842.0,4076.0,58.39,6.62
1095,C82653,WESTCOTES GP SURGERY (TWO),GP,2019,34.7941471004243,1217.0,0.8257879656160458,20% most deprived,2021-09-30,WESTCOTES GP SURGERY (TWO),C82653,Y60,0.0,47.0,230.0,1718.0,27.36,0.0
1096,F82642,GABLES SURGERY,GP,2019,34.7364919988362,1220.0,0.8253581661891117,20% most deprived,2021-09-30,GABLES SURGERY,F82642,Y56,200.0,452.0,41630.0,6955.0,64.99,28.76
1097,P87020,ST ANDREWS MEDICAL CENTRE,GP,2019,34.7289439736346,1221.0,0.8252148997134671,20% most deprived,2021-09-30,ST ANDREWS MEDICAL CENTRE,P87020,Y62,12.0,696.0,,15461.0,45.02,0.78
1098,M85071,WYCHALL LANE SURGERY,GP,2019,34.6980805898491,1223.0,0.8249283667621776,20% most deprived,2021-09-30,WYCHALL LANE SURGERY,M85071,Y60,3.0,892.0,18041.0,8436.0,105.74,0.36
1099,L83006,MAYFLOWER MEDICAL GROUP,GP,2019,34.6611240787417,1224.0,0.824785100286533,20% most deprived,2021-09-30,MAYFLOWER MEDICAL GROUP,L83006,Y58,24.0,3010.0,9988.0,37892.0,79.44,0.63
1100,F84720,HEALY MEDICAL CENTRE,GP,2019,34.6370485294118,1225.0,0.8246418338108883,20% most deprived,2021-09-30,HEALY MEDICAL CENTRE,F84720,Y56,0.0,42.0,3317.0,5555.0,7.56,0.0
1101,F82001,HALBUTT STREET SURGERY,GP,2019,34.6276125238865,1226.0,0.8244985673352435,20% most deprived,2021-09-30,HALBUTT STREET SURGERY,F82001,Y56,0.0,113.0,6352.0,6508.0,17.36,0.0
1102,A86023,BENFIELD PARK MEDICAL GROUP,GP,2019,34.6208098290598,1227.0,0.8243553008595988,20% most deprived,2021-09-30,BENFIELD PARK MEDICAL GROUP,A86023,Y63,707.0,1044.0,3510.0,8804.0,118.58,80.3
1103,J83038,KINGSWOOD SURGERY,GP,2019,34.6055269588829,1228.0,0.8242120343839542,20% most deprived,2021-09-30,KINGSWOOD SURGERY,J83038,Y58,847.0,806.0,2879.0,10712.0,75.24,79.07
1104,A86031,FENHAM HALL SURGERY,GP,2019,34.6004210246599,1229.0,0.8240687679083094,20% most deprived,2021-09-30,FENHAM HALL SURGERY,A86031,Y63,0.0,874.0,17749.0,9609.0,90.96,0.0
1105,P89025,TOWN HALL SURGERY,GP,2019,34.5977950585999,1230.0,0.8239255014326647,20% most deprived,2021-09-30,TOWN HALL SURGERY,P89025,Y62,0.0,158.0,5064.0,3013.0,52.44,0.0
1106,N83050,THE BOWERY MEDICAL CENTRE,GP,2019,34.5947767311609,1231.0,0.8237822349570201,20% most deprived,2021-09-30,THE BOWERY MEDICAL CENTRE,N83050,Y62,0.0,539.0,12991.0,4086.0,131.91,0.0
1107,N85023,MANOR HEALTH CTR,GP,2019,34.5930260972716,1232.0,0.8236389684813754,20% most deprived,2021-09-30,MANOR HEALTH CTR,N85023,Y62,0.0,491.0,9351.0,5776.0,85.01,0.0
1108,J82646,PARK LANE MEDICAL CENTRE,GP,2019,34.5816143329658,1233.0,0.8234957020057306,20% most deprived,2021-09-30,PARK LANE MEDICAL CENTRE,J82646,Y59,0.0,536.0,24537.0,9511.0,56.36,0.0
1109,F85044,THE BOUNCES ROAD SURGERY,GP,2019,34.5737488592809,1234.0,0.823352435530086,20% most deprived,2021-09-30,THE BOUNCES ROAD SURGERY,F85044,Y56,5.0,59.0,3105.0,5897.0,10.01,0.85
1110,P85004,CHADDERTON MEDICAL PRACTICE,GP,2019,34.5704570230608,1235.0,0.8232091690544413,20% most deprived,2021-09-30,CHADDERTON MEDICAL PRACTICE,P85004,Y62,0.0,197.0,5527.0,5257.0,37.47,0.0
1111,M92012,DUNCAN STREET PRIMARY CARE PARTNERSHIP,GP,2019,34.5476018527842,1237.0,0.8229226361031519,20% most deprived,2021-09-30,DUNCAN STREET PRIMARY CARE CENTRE,M92012,Y60,0.0,197.0,14507.0,10306.0,19.12,0.0
1112,A89027,SPRINGWELL MEDICAL GROUP,GP,2019,34.5461944531989,1239.0,0.8226361031518624,20% most deprived,2021-09-30,SPRINGWELL MEDICAL GROUP,A89027,Y63,247.0,1019.0,23485.0,6318.0,161.29,39.09
1113,Y00050,PENNINGTON PARK SURGERY,GP,2019,34.5451844434094,1240.0,0.8224928366762178,20% most deprived,2021-09-30,PENNINGTON PARK SURGERY,Y00050,Y62,17.0,1060.0,1659.0,2212.0,479.2,7.69
1114,M91028,BERKLEY PRACTICE,GP,2019,34.5350756178112,1241.0,0.8223495702005731,20% most deprived,2021-09-30,BERKLEY PRACTICE,M91028,Y60,120.0,770.0,19454.0,8502.0,90.57,14.11
1115,F82042,AURORA MEDCARE,GP,2019,34.5350126980429,1242.0,0.8222063037249283,20% most deprived,2021-09-30,AURORA MEDCARE,F82042,Y56,0.0,326.0,27522.0,19145.0,17.03,0.0
1116,B85652,THE NEW BREWERY LANE SURG,GP,2019,34.5331691375532,1243.0,0.8220630372492836,20% most deprived,2021-09-30,SIDINGS HEALTHCARE CENTRE,B85652,Y63,1.0,442.0,822.0,7802.0,56.65,0.13
1117,Y01118,ECCLESHILL VILLAGE SURGERY,GP,2019,34.5232700707475,1244.0,0.821919770773639,20% most deprived,2021-09-30,ECCLESHILL VILLAGE SURGERY,Y01118,Y63,4.0,490.0,1392.0,3327.0,147.28,1.2
1118,B85058,ROSE MEDICAL PRACTICE,GP,2019,34.5067705696203,1245.0,0.8217765042979943,20% most deprived,2021-09-30,ROSE MEDICAL PRACTICE,B85058,Y63,36.0,184.0,1808.0,2606.0,70.61,13.81
1119,M92007,LEA ROAD MEDICAL PRACTICE,GP,2019,34.4838947600824,1246.0,0.8216332378223495,20% most deprived,2021-09-30,LEA ROAD MEDICAL PRACTICE,M92007,Y60,0.0,232.0,5837.0,6689.0,34.68,0.0
1120,M85098,ROTTON PARK MEDICAL CENTRE,GP,2019,34.4726994598765,1247.0,0.8214899713467049,20% most deprived,2021-09-30,ROTTON PARK MEDICAL CENTRE,M85098,Y60,27.0,65.0,6833.0,5093.0,12.76,5.3
1121,M86012,PRIORY GATE PRACTICE,GP,2019,34.4718469907726,1248.0,0.8213467048710602,20% most deprived,2021-09-30,PRIORY GATE PRACTICE,M86012,Y60,30.0,347.0,8613.0,8042.0,43.15,3.73
1122,B85028,THE GRANGE GROUP PRACTICE,GP,2019,34.4718035873867,1249.0,0.8212034383954154,20% most deprived,2021-09-30,THE GRANGE MEDICAL PRACTICE,B85028,Y63,3.0,2435.0,8284.0,15475.0,157.35,0.19
1123,D81625,THISTLEMOOR MEDICAL CENTRE,GP,2019,34.4705380596726,1250.0,0.8210601719197708,20% most deprived,2021-09-30,THISTLEMOOR MEDICAL CENTRE,D81625,Y61,198.0,230.0,3480.0,29383.0,7.83,6.74
1124,F84096,THE LAWSON PRACTICE,GP,2019,34.4628105326876,1251.0,0.8209169054441261,20% most deprived,2021-09-30,THE LAWSON PRACTICE,F84096,Y56,822.0,553.0,25928.0,13557.0,40.79,60.63
1125,A81007,BANKHOUSE SURGERY,GP,2019,34.4445323985979,1252.0,0.8207736389684813,20% most deprived,2021-09-30,BANKHOUSE SURGERY,A81007,Y63,5.0,1984.0,3395.0,9908.0,200.24,0.5
1126,A84014,MARINE MEDICAL GROUP,GP,2019,34.4427103903331,1253.0,0.8206303724928367,20% most deprived,2021-09-30,MARINE MEDICAL GROUP,A84014,Y63,441.0,2067.0,7591.0,12711.0,162.62,34.69
1127,F85002,FOREST RD GROUP PRACTICE,GP,2019,34.4287581589287,1254.0,0.820487106017192,20% most deprived,2021-09-30,MEDICUS HEALTH PARTNERS,F85002,Y56,0.0,1604.0,122650.0,91165.0,17.59,0.0
1128,P81061,REDLAM SURGERY,GP,2019,34.4286877610693,1255.0,0.8203438395415473,20% most deprived,2021-09-30,REDLAM SURGERY,P81061,Y62,9.0,698.0,8635.0,4583.0,152.3,1.96
1129,C85619,ST GEORGE'S MEDICAL CENTRE PMS PRACTICE,GP,2019,34.4140243458794,1256.0,0.8202005730659025,20% most deprived,2021-09-30,ST GEORGE'S MEDICAL CENTRE PMS PRACTICE,C85619,Y63,32.0,1168.0,2956.0,7725.0,151.2,4.14
1130,P82011,TONGE FOLD HEALTH CENTRE,GP,2019,34.3921541407372,1257.0,0.8200573065902579,20% most deprived,2021-09-30,TONGE FOLD HEALTH CENTRE,P82011,Y62,0.0,344.0,7918.0,6478.0,53.1,0.0
1131,C86614,THORNE MOOR MEDICAL PRACTICE,GP,2019,34.3675528835691,1258.0,0.8199140401146132,20% most deprived,2021-09-30,THORNE MOOR MEDICAL PRACTICE,C86614,Y63,16.0,507.0,2627.0,9453.0,53.63,1.69
1132,M88640,WARLEY ROAD SURGERY,GP,2019,34.3613772893773,1259.0,0.8197707736389684,20% most deprived,2021-09-30,WARLEY ROAD SURGERY,M88640,Y60,0.0,67.0,541.0,3454.0,19.4,0.0
1133,P86011,LONGFORD STREET MEDICAL CENTRE,GP,2019,34.3489230769231,1260.0,0.8196275071633238,20% most deprived,2021-09-30,LONGFORD STREET MEDICAL CENTRE,P86011,Y62,0.0,1053.0,25493.0,8910.0,118.18,0.0
1134,C84060,RIVERGREEN MEDICAL CENTRE,GP,2019,34.3197833649236,1261.0,0.8194842406876791,20% most deprived,2021-09-30,RIVERGREEN MEDICAL CENTRE,C84060,Y60,0.0,280.0,971.0,9052.0,30.93,0.0
1135,C87024,RAWMARSH HEALTH CENTRE,GP,2019,34.3191627964427,1262.0,0.8193409742120343,20% most deprived,2021-09-30,RAWMARSH HEALTH CENTRE,C87024,Y63,117.0,475.0,1158.0,3980.0,119.35,29.4
1136,P92615,ESA SURGERY LTD,GP,2019,34.2895227529146,1263.0,0.8191977077363897,20% most deprived,2021-09-30,THE AVENUE SURGERY,P92615,Y62,68.0,1288.0,2294.0,4893.0,263.23,13.9
1137,B81069,"PRACTICE 3, MEDICAL CENTRE, BRIDLINGTON",GP,2019,34.2819471130039,1264.0,0.819054441260745,20% most deprived,2021-09-30,"PRACTICE 3, MEDICAL CENTRE, BRIDLINGTON",B81069,Y63,10.0,2422.0,3630.0,10082.0,240.23,0.99
1138,P86009,CASTLETON HEALTH CENTRE,GP,2019,34.2560541737992,1266.0,0.8187679083094556,20% most deprived,2021-09-30,CASTLETON HEALTH CENTRE,P86009,Y62,156.0,827.0,23632.0,9834.0,84.1,15.86
1139,A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,GP,2019,34.242769703173,1267.0,0.8186246418338109,20% most deprived,2021-09-30,WINGATE MEDICAL PRACTICE INTRAHEALTH,A83610,Y63,1.0,252.0,1200.0,3217.0,78.33,0.31
1140,P85610,MEDLOCK MEDICAL PRACTICE,GP,2019,34.2424259730811,1268.0,0.8184813753581662,20% most deprived,2021-09-30,MEDLOCK MEDICAL PRACTICE,P85610,Y62,0.0,134.0,5732.0,4199.0,31.91,0.0
1141,C81006,HORIZON HEALTHCARE,GP,2019,34.2152962389723,1269.0,0.8183381088825215,20% most deprived,2021-09-30,HORIZON HEALTHCARE,C81006,Y60,2183.0,1406.0,9083.0,20447.0,68.76,106.76
1142,C84679,ACORN MEDICAL PRACTICE,GP,2019,34.2128112969391,1270.0,0.8181948424068768,20% most deprived,2021-09-30,ACORN MEDICAL PRACTICE,C84679,Y60,0.0,145.0,580.0,3614.0,40.12,0.0
1143,P81208,EXCEL PRIMARY CARE,GP,2019,34.2052838278358,1271.0,0.8180515759312321,20% most deprived,2021-09-30,EXCEL PRIMARY CARE,P81208,Y62,7.0,2045.0,31063.0,18085.0,113.08,0.39
1144,P87648,DR DAVIS'S MEDICAL PRACTICE,GP,2019,34.2010389817025,1272.0,0.8179083094555873,20% most deprived,2021-09-30,DR DAVIS'S MEDICAL PRACTICE,P87648,Y62,1.0,16.0,,6014.0,2.66,0.17
1145,Y02656,THE WOLDS VIEW PRIMARY CARE CENTRE,GP,2019,34.1868812388022,1273.0,0.8177650429799427,20% most deprived,2021-09-30,THE WOLDS VIEW PRIMARY CARE CENTRE,Y02656,Y63,126.0,725.0,1994.0,4020.0,180.35,31.34
1146,B81070,PRACTICE ONE,GP,2019,34.1779620467638,1274.0,0.817621776504298,20% most deprived,2021-09-30,PRACTICE ONE,B81070,Y63,308.0,938.0,2253.0,6108.0,153.57,50.43
1147,M86045,PARADISE MEDICAL CENTRE,GP,2019,34.1773456995971,1275.0,0.8174785100286533,20% most deprived,2021-09-30,PARADISE MEDICAL CENTRE,M86045,Y60,21.0,123.0,5328.0,7326.0,16.79,2.87
1148,D81622,TRINITY SURGERY,GP,2019,34.1652209832742,1276.0,0.8173352435530086,20% most deprived,2021-09-30,TRINITY SURGERY,D81622,Y61,50.0,1180.0,2546.0,11740.0,100.51,4.26
1149,M82009,DAWLEY MEDICAL PRACTICE,GP,2019,34.1631680111543,1277.0,0.8171919770773639,20% most deprived,2021-09-30,DAWLEY MEDICAL PRACTICE,M82009,Y60,0.0,580.0,17790.0,10092.0,57.47,0.0
1150,Y00902,THE WESTBOURNE GREEN SURGERY,GP,2019,34.1602945139557,1278.0,0.8170487106017192,20% most deprived,2021-09-30,THE WESTBOURNE GREEN SURGERY,Y00902,Y56,7.0,208.0,519.0,4072.0,51.08,1.72
1151,F84619,THE RIVERSIDE PRACTICE,GP,2019,34.1479210286755,1280.0,0.8167621776504298,20% most deprived,2021-09-30,THE RIVERSIDE PRACTICE,F84619,Y56,0.0,56.0,4970.0,4893.0,11.44,0.0
1152,J83024,PRIORY ROAD MEDICAL CENTRE,GP,2019,34.1373583109319,1281.0,0.8166189111747851,20% most deprived,2021-09-30,PRIORY ROAD MEDICAL CENTRE,J83024,Y58,107.0,945.0,2052.0,8766.0,107.8,12.21
1153,E87011,LISSON GROVE HEALTH CENTRE,GP,2019,34.1307995973154,1282.0,0.8164756446991404,20% most deprived,2021-09-30,LISSON GROVE HEALTH CENTRE,E87011,Y56,20.0,220.0,1731.0,6972.0,31.55,2.87
1154,G82123,BALMORAL GARDENS,GP,2019,34.1096075078616,1283.0,0.8163323782234957,20% most deprived,2021-09-30,BALMORAL GARDENS,G82123,Y59,0.0,135.0,6465.0,4698.0,28.74,0.0
1155,F83664,THE VILLAGE PRACTICE,GP,2019,34.1040021252796,1284.0,0.816189111747851,20% most deprived,2021-09-30,THE VILLAGE PRACTICE,F83664,Y56,0.0,269.0,18938.0,10079.0,26.69,0.0
1156,C88085,RICHMOND MEDICAL CENTRE,GP,2019,34.100477027478,1285.0,0.8160458452722062,20% most deprived,2021-09-30,RICHMOND MEDICAL CENTRE,C88085,Y63,7.0,1391.0,2926.0,9405.0,147.9,0.74
1157,M88618,"WALFORD STREET, TIVIDALE",GP,2019,34.0723301764959,1286.0,0.8159025787965616,20% most deprived,2021-09-30,"WALFORD STREET, TIVIDALE",M88618,Y60,0.0,60.0,151.0,2141.0,28.02,0.0
1158,Y02890,HAWTHORN MC,GP,2019,34.0699695868401,1287.0,0.8157593123209169,20% most deprived,2021-09-30,HAWTHORN MC,Y02890,Y62,0.0,154.0,6710.0,5323.0,28.93,0.0
1159,L83028,ST NEOTS SURGERY,GP,2019,34.0644860929462,1288.0,0.8156160458452723,20% most deprived,2021-09-30,ST NEOTS SURGERY,L83028,Y58,13.0,1426.0,3641.0,11351.0,125.63,1.15
1160,Y01280,SHIFA MEDICAL PRACTICE,GP,2019,34.0628860933211,1289.0,0.8154727793696275,20% most deprived,2021-09-30,SHIFA MEDICAL PRACTICE,Y01280,Y56,1.0,9.0,1172.0,2189.0,4.11,0.46
1161,B81097,DELTA HEALTHCARE,GP,2019,34.055608753908,1290.0,0.8153295128939828,20% most deprived,2021-09-30,DELTA HEALTHCARE,B81097,Y63,7.0,275.0,810.0,2918.0,94.24,2.4
1162,N85643,PRENTON MEDICAL CENTRE_MURUGESH V,GP,2019,34.0515925018378,1291.0,0.8151862464183381,20% most deprived,2021-09-30,PRENTON MEDICAL CENTRE_MURUGESH V,N85643,Y62,0.0,431.0,6734.0,4309.0,100.02,0.0
1163,F82012,FIVE ELMS MEDICAL PRACTICE,GP,2019,34.0366638233818,1292.0,0.8150429799426934,20% most deprived,2021-09-30,FIVE ELMS MEDICAL PRACTICE,F82012,Y56,0.0,87.0,4813.0,3891.0,22.36,0.0
1164,F84003,LOWER CLAPTON GROUP PRACTICE,GP,2019,34.0351501492068,1293.0,0.8148997134670487,20% most deprived,2021-09-30,LOWER CLAPTON GROUP PRACTICE,F84003,Y56,0.0,527.0,21193.0,15055.0,35.0,0.0
1165,A83013,NEASHAM ROAD SURGERY,GP,2019,34.0324891022315,1294.0,0.814756446991404,20% most deprived,2021-09-30,NEASHAM ROAD SURGERY,A83013,Y63,1565.0,1507.0,6414.0,12416.0,121.38,126.05
1166,B87036,DR DP DIGGLE & DR RE PHILLIPS,GP,2019,34.0101961293368,1296.0,0.8144699140401146,20% most deprived,2021-09-30,DR DP DIGGLE & DR RE PHILLIPS,B87036,Y63,2.0,340.0,701.0,4267.0,79.68,0.47
1167,A83045,FERRYHILL AND CHILTON MEDICAL PRACTICE,GP,2019,34.0068141434263,1297.0,0.8143266475644699,20% most deprived,2021-09-30,FERRYHILL AND CHILTON MEDICAL PRACTICE,A83045,Y63,302.0,3699.0,14224.0,15032.0,246.08,20.09
1168,B85008,BATLEY HEALTH CENTRE SURGERY,GP,2019,34.0057021526419,1298.0,0.8141833810888253,20% most deprived,2021-09-30,BATLEY HEALTH CENTRE SURGERY,B85008,Y63,1.0,571.0,1140.0,5602.0,101.93,0.18
1169,B87018,HENRY MOORE CLINIC,GP,2019,33.9833513744887,1299.0,0.8140401146131805,20% most deprived,2021-09-30,HENRY MOORE CLINIC,B87018,Y63,4.0,1539.0,3062.0,10892.0,141.3,0.37
1170,B85041,MOUNT PLEASANT MED CENTRE,GP,2019,33.9822708738515,1300.0,0.8138968481375358,20% most deprived,2021-09-30,MOUNT PLEASANT MED CENTRE,B85041,Y63,11.0,1072.0,1811.0,15392.0,69.65,0.71
1171,P81036,PEEL HOUSE MEDICAL PRACTICE,GP,2019,33.9717760020789,1301.0,0.8137535816618912,20% most deprived,2021-09-30,PEEL HOUSE MEDICAL PRACTICE,P81036,Y62,239.0,3795.0,38706.0,15978.0,237.51,14.96
1172,A89017,MILLFIELD MEDICAL GROUP,GP,2019,33.9660370123127,1302.0,0.8136103151862464,20% most deprived,2021-09-30,MILLFIELD MEDICAL GROUP,A89017,Y63,639.0,1742.0,40195.0,13776.0,126.45,46.39
1173,N83628,NEWTON COMMUNITY HOSPITAL PRACTICE,GP,2019,33.9633603748327,1303.0,0.8134670487106017,20% most deprived,2021-09-30,NEWTON COMMUNITY HOSPITAL PRACTICE,N83628,Y62,0.0,492.0,12396.0,4497.0,109.41,0.0
1174,Y01011,BARLBY SURGERY,GP,2019,33.9334851886792,1304.0,0.813323782234957,20% most deprived,2021-09-30,BARLBY SURGERY,Y01011,Y56,44.0,61.0,1124.0,11731.0,5.2,3.75
1175,N81063,YORK ROAD GROUP PRACTICE,GP,2019,33.9281078021595,1305.0,0.8131805157593123,20% most deprived,2021-09-30,YORK ROAD GROUP PRACTICE,N81063,Y62,0.0,1204.0,51221.0,11653.0,103.32,0.0
1176,M92607,WHITMORE REANS MEDICAL PRACTICE,GP,2019,33.9241767364249,1306.0,0.8130372492836676,20% most deprived,2021-09-30,WHITMORE REANS MEDICAL PRACTICE,M92607,Y60,0.0,207.0,12886.0,15394.0,13.45,0.0
1177,N83603,PRESCOT MEDICAL CENTRE,GP,2019,33.920277285613,1307.0,0.8128939828080229,20% most deprived,2021-09-30,PRESCOT MEDICAL CENTRE,N83603,Y62,0.0,1099.0,22877.0,6693.0,164.2,0.0
1178,F85634,EAST ENFIELD PRACTICE,GP,2019,33.9133973074515,1308.0,0.8127507163323783,20% most deprived,2021-09-30,EAST ENFIELD PRACTICE,F85634,Y56,0.0,148.0,6598.0,7750.0,19.1,0.0
1179,Y01008,BAY MEDICAL GROUP,GP,2019,33.9085960130187,1309.0,0.8126074498567335,20% most deprived,2021-09-30,BAY MEDICAL GROUP,Y01008,Y62,100.0,5271.0,196984.0,53953.0,97.7,1.85
1180,P92006,DR AHMAD & PTNRS,GP,2019,33.9035818363273,1310.0,0.8124641833810888,20% most deprived,2021-09-30,DR AHMAD & PTNRS,P92006,Y62,0.0,737.0,3561.0,6079.0,121.24,0.0
1181,C87013,PARKGATE MEDICAL CENTRE,GP,2019,33.8675010082209,1312.0,0.8121776504297994,20% most deprived,2021-09-30,PARKGATE MEDICAL CENTRE,C87013,Y63,36.0,475.0,1019.0,6358.0,74.71,5.66
1182,F84733,HEALTH E1,GP,2019,33.8545602263541,1313.0,0.8120343839541547,20% most deprived,2021-09-30,HEALTH E1,F84733,Y56,0.0,0.0,84.0,896.0,0.0,0.0
1183,P92007,DR WONG AND PARTNERS,GP,2019,33.8454857394884,1314.0,0.8118911174785101,20% most deprived,2021-09-30,DR WONG AND PARTNERS,P92007,Y62,0.0,1071.0,1977.0,6895.0,155.33,0.0
1184,M88018,OLDBURY HEALTH CENTRE,GP,2019,33.8283297581602,1315.0,0.8117478510028653,20% most deprived,2021-09-30,OLDBURY HEALTH CENTRE,M88018,Y60,269.0,864.0,3093.0,19903.0,43.41,13.52
